8,1,2001,433996298815930379
11,1,2002,602785249025589259
25,1,2002,422452882743361536
18,3,2001,444538116569825290
27,3,2001,691745410666070026
28,3,2022,957961089721724968
26,5,2001,349553403229110274
8,7,2001,211188033968406530
15,11,2001,544262699907809309
26,12,2001,590283328486244357
